Customer No|Date Purchased|SKU|Price|Items Left|Total Cases Ordered
3|20170101|43972001|1.4190000000000003|101|8
3|20170101|42541001|2.4090000000000003|101|8
3|20170101|42238001|1.1|104|8
3|20170101|42629001|3.8390000000000004|93|7
3|20170101|42106001|3.762|97|8
3|20170101|43770001|0.5830000000000001|97|8
3|20170101|42214001|3.1350000000000002|97|8
3|20170101|42878001|3.8390000000000004|97|8
3|20170101|43433001|3.8390000000000004|97|8
3|20170101|43945001|3.927|101|8
3|20170101|43059001|4.29|97|8
3|20170101|43114001|3.2450000000000006|97|8
3|20170101|43904001|0.7480000000000001|93|7
3|20170101|42628001|2.7390000000000003|97|8
3|20170101|42734001|1.089|104|8
3|20170101|43855001|2.2|104|8
3|20170101|43542001|8.789000000000001|101|8
3|20170101|43759001|2.387|101|8
3|20170101|43745001|4.378|93|7
3|20170101|42206001|2.0240000000000005|101|8
3|20170101|42910001|2.75|104|8
3|20170101|42844001|3.234|100|8
3|20170101|43880001|2.849|97|8
3|20170101|42850001|1.859|146|12
3|20170101|43576001|2.959|104|8
3|20170101|42586001|12.089|101|8
3|20170101|42132001|2.8930000000000002|101|8
3|20170101|42387001|3.8500000000000005|97|8
3|20170101|43882001|3.058|104|8
3|20170101|42398001|5.489000000000001|104|8
3|20170101|43349001|1.4190000000000003|104|8
3|20170101|42968001|3.8390000000000004|104|8
3|20170101|43462001|15.609|97|8
3|20170101|43455001|2.959|97|8
3|20170101|43688001|2.189|127|10
3|20170101|43117001|0.6160000000000001|89|7
3|20170101|42171001|3.3000000000000003|100|8
3|20170101|43080001|0.6930000000000001|108|9
3|20170101|42958001|4.136|101|8
3|20170101|44146001|3.0140000000000007|104|8
3|20170101|43337001|1.4190000000000003|108|9
3|20170101|42988001|1.0010000000000001|101|8
3|20170101|43481001|4.389|100|8
3|20170101|43421001|3.2890000000000006|97|8
3|20170101|43162001|1.7820000000000003|112|9
3|20170101|43528001|5.489000000000001|146|12
3|20170101|43106001|1.639|104|8
3|20170101|43313001|1.4190000000000003|108|9
3|20170101|43655001|3.5640000000000005|97|8
3|20170101|42616001|29.689|112|9
3|20170101|43997001|2.706|96|8
3|20170101|43658001|2.915|104|8
3|20170101|42189001|1.9910000000000003|101|8
3|20170101|43325001|0.759|101|8
3|20170101|43084001|3.652|104|8
3|20170101|44065001|1.529|101|8
3|20170101|43998001|2.4530000000000003|101|8
3|20170101|42823001|2.596|104|8
3|20170101|42674001|2.6510000000000002|97|8
3|20170101|43766001|3.718|104|8
3|20170101|43008001|1.859|97|8
3|20170101|43597001|8.239|97|8
3|20170101|42466001|1.287|93|7
3|20170101|43277001|1.9690000000000003|108|9
3|20170101|43068001|4.158|101|8
3|20170101|43957001|0.9790000000000001|104|8
3|20170101|42250001|1.9910000000000003|104|8
3|20170101|42906001|2.75|116|9
3|20170101|42959001|2.189|101|8
3|20170101|43645001|3.1130000000000004|97|8
3|20170101|43929001|3.4980000000000007|104|8
3|20170101|43022001|12.089|108|9
3|20170101|43992001|0.8580000000000001|97|8
3|20170101|43562001|0.561|104|8
3|20170101|42208001|2.101|101|8
3|20170101|43641001|1.848|101|8
3|20170101|42619001|11.539000000000001|112|9
3|20170101|42533001|2.4090000000000003|101|8
3|20170101|42516001|4.719|101|8
4|20170101|42356001|2.079|280|23
4|20170101|42269001|2.189|146|12
4|20170101|43195001|3.4980000000000007|101|8
4|20170101|43620001|5.3790000000000004|104|8
4|20170101|42174001|3.3000000000000003|97|8
4|20170101|43664001|2.0130000000000003|101|8
4|20170101|43850001|1.859|97|8
4|20170101|43529001|5.489000000000001|146|12
4|20170101|42275001|1.562|103|8
4|20170101|43893001|2.0240000000000005|104|8
4|20170101|43113001|1.6720000000000002|93|7
4|20170101|42690001|3.0690000000000004|101|8
4|20170101|42833001|1.6720000000000002|104|8
4|20170101|42159001|1.9910000000000003|101|8
4|20170101|42230001|3.3000000000000003|101|8
4|20170101|43141001|1.6500000000000001|101|8
4|20170101|43446001|2.959|108|9
4|20170101|42876001|3.5090000000000003|97|8
4|20170101|42990001|1.8920000000000001|104|8
4|20170101|43357001|1.4190000000000003|108|9
4|20170101|42269001|2.189|145|12
4|20170101|42565001|4.1690000000000005|93|7
4|20170101|43263001|2.7390000000000003|104|8
4|20170101|42313001|2.519|251|21
4|20170101|42668001|3.619|97|8
4|20170101|43108001|0.627|101|8
4|20170101|42514001|4.719|104|8
4|20170101|43367001|0.9790000000000001|104|8
4|20170101|43028001|12.089|104|8
4|20170101|42422001|5.819000000000001|97|8
4|20170101|42984001|4.312|97|8
4|20170101|43944001|1.375|104|8
4|20170101|42857001|1.859|101|8
4|20170101|43635001|8.349|104|8
4|20170101|42781001|22.979000000000003|101|8
4|20170101|43651001|2.431|104|8
4|20170101|43009001|11.539000000000001|101|8
4|20170101|43041001|23.089|108|9
4|20170101|42305001|3.2890000000000006|104|8
4|20170101|44127001|3.08|101|8
4|20170101|42498001|1.848|97|8
4|20170101|43289001|1.1990000000000003|108|9
4|20170101|43714001|0.561|108|9
4|20170101|42764001|4.389|93|7
4|20170101|43820001|1.0120000000000002|97|8
4|20170101|43209001|24.189|112|9
4|20170101|44047001|1.9580000000000002|101|8
4|20170101|42567001|4.389|149|12
4|20170101|42168001|3.3000000000000003|97|8
4|20170101|42945001|1.9140000000000001|101|8
4|20170101|43655001|3.5640000000000005|96|8
4|20170101|43710001|3.003|101|8
4|20170101|44115001|2.5850000000000004|97|8
4|20170101|42774001|4.389|101|8
4|20170101|44157001|7.2490000000000006|97|8
4|20170101|42354001|9.559000000000001|104|8
4|20170101|43675001|0.77|108|9
4|20170101|42591001|12.089|101|8
4|20170101|43423001|4.389|101|8
4|20170101|43240001|3.2670000000000003|101|8
4|20170101|43105001|3.102|104|8
4|20170101|42718001|2.6290000000000004|101|8
4|20170101|43441001|3.2890000000000006|101|8
4|20170101|42949001|1.9360000000000002|93|7
4|20170101|43219001|2.0130000000000003|97|8
4|20170101|43307001|1.859|97|8
4|20170101|43943001|3.4760000000000004|93|7
4|20170101|42102001|8.019|97|8
4|20170101|43518001|3.9160000000000004|104|8
4|20170101|42545001|9.889000000000001|101|8
4|20170101|42104001|0.8580000000000001|93|7
4|20170101|43970001|1.4190000000000003|104|8
4|20170101|44067001|1.529|97|8
4|20170101|42574001|4.389|134|11
4|20170101|42418001|1.837|97|8
4|20170101|43891001|3.531|101|8
4|20170101|43805001|2.5850000000000004|97|8
4|20170101|43165001|4.114000000000001|93|7
4|20170101|43848001|4.389|93|7
4|20170101|43065001|3.278|97|8
4|20170101|43930001|2.618|93|7
4|20170101|42185001|4.048000000000001|101|8
4|20170101|43120001|3.2010000000000005|101|8
4|20170101|43137001|2.783|101|8
4|20170101|42125001|2.0020000000000002|101|8
4|20170101|42648001|6.589|97|8
5|20170101|43065001|3.278|96|8
5|20170101|43535001|8.789000000000001|101|8
5|20170101|43890001|1.4080000000000001|101|8
5|20170101|42690001|3.0690000000000004|100|8
5|20170101|43109001|1.826|101|8
6|20170101|43491001|4.059|89|7
6|20170101|42660001|2.189|104|8
6|20170101|43385001|4.1690000000000005|119|10
6|20170101|43585001|1.9690000000000003|101|8
6|20170101|43055001|2.5850000000000004|97|8
6|20170101|43182001|1.7490000000000003|101|8
6|20170101|43671001|2.321|101|8
6|20170101|43991001|1.3860000000000001|101|8
6|20170101|42793001|2.4090000000000003|97|8
6|20170101|42393001|3.8500000000000005|108|9
6|20170101|42633001|8.459000000000001|97|8
6|20170101|43204001|1.9800000000000002|101|8
6|20170101|43257001|3.5090000000000003|108|9
6|20170101|42251001|1.6280000000000001|127|10
6|20170101|42964001|2.519|97|8
6|20170101|43326001|1.4190000000000003|104|8
6|20170101|43324001|1.4190000000000003|104|8
6|20170101|43600001|8.349|97|8
6|20170101|43432001|3.8390000000000004|97|8
6|20170101|43775001|3.8390000000000004|97|8
6|20170101|42722001|3.091|101|8
6|20170101|43586001|0.792|101|8
6|20170101|42152001|8.789000000000001|108|9
6|20170101|42844001|3.234|99|8
6|20170101|42709001|2.6290000000000004|103|8
6|20170101|42681001|1.562|104|8
6|20170101|42266001|3.619|138|11
6|20170101|43986001|3.047|101|8
6|20170101|43285001|3.5090000000000003|112|9
6|20170101|43742001|4.279000000000001|101|8
6|20170101|42385001|2.871|104|8
6|20170101|43759001|2.387|100|8
6|20170101|43454001|2.959|101|8
6|20170101|43802001|3.8720000000000003|104|8
6|20170101|42739001|2.563|97|8
6|20170101|42540001|2.4090000000000003|104|8
6|20170101|43935001|1.573|100|8
6|20170101|43438001|2.959|101|8
6|20170101|42102001|8.019|96|8
6|20170101|42903001|4.829|119|10
6|20170101|44033001|1.1990000000000003|104|8
6|20170101|42544001|2.4090000000000003|101|8
6|20170101|42203001|3.08|97|8
7|20170101|42358001|2.079|277|23
7|20170101|42903001|4.829|118|10
7|20170101|42088001|5.489000000000001|97|8
7|20170101|42682001|1.815|97|8
7|20170101|43773001|3.7290000000000005|108|9
7|20170101|43096001|1.0230000000000001|101|8
7|20170101|42967001|1.089|101|8
7|20170101|42671001|4.389|153|12
7|20170101|43942001|4.037|97|8
7|20170101|42266001|3.619|137|11
7|20170101|43860001|1.9690000000000003|108|9
7|20170101|43148001|1.3860000000000001|89|7
7|20170101|42882001|2.75|101|8
7|20170101|42646001|6.589|93|7
7|20170101|42207001|2.783|97|8
7|20170101|42453001|2.7940000000000005|101|8
7|20170101|42121001|1.562|93|7
7|20170101|42599001|11.539000000000001|101|8
7|20170101|42448001|4.829|116|9
7|20170101|42773001|13.189000000000002|108|9
7|20170101|43331001|1.4190000000000003|104|8
7|20170101|43135001|2.3980000000000006|101|8
7|20170101|43200001|1.7270000000000003|104|8
7|20170101|43061001|3.9490000000000003|85|7
7|20170101|42366001|1.848|104|8
7|20170101|43541001|6.039000000000001|97|8
7|20170101|43606001|3.619|119|10
7|20170101|44048001|1.4850000000000003|101|8
7|20170101|43474001|4.719|97|8
7|20170101|43881001|0.9570000000000001|104|8
7|20170101|42199001|3.9930000000000003|100|8
7|20170101|43156001|3.7290000000000005|97|8
7|20170101|42938001|2.75|123|10
7|20170101|43840001|2.4200000000000004|103|8
7|20170101|43708001|0.6050000000000001|104|8
7|20170101|43481001|4.389|99|8
7|20170101|42110001|0.8910000000000001|97|8
7|20170101|44020001|1.1990000000000003|108|9
7|20170101|42248001|1.4520000000000002|101|8
7|20170101|43701001|7.689000000000001|101|8
7|20170101|42780001|12.089|97|8
7|20170101|44068001|2.519|97|8
7|20170101|42296001|8.789000000000001|104|8
7|20170101|42307001|4.389|104|8
7|20170101|42496001|1.331|104|8
7|20170101|42480001|4.389|108|9
7|20170101|42772001|4.389|101|8
7|20170101|42437001|0.9790000000000001|97|8
7|20170101|43077001|1.573|101|8
7|20170101|43556001|2.552|93|7
7|20170101|42972001|0.55|93|7
7|20170101|42813001|1.859|101|8
7|20170101|44129001|6.039000000000001|116|9
7|20170101|43766001|3.718|103|8
7|20170101|43590001|3.8500000000000005|104|8
7|20170101|43327001|1.4190000000000003|104|8
7|20170101|42132001|2.8930000000000002|100|8
7|20170101|42256001|3.003|101|8
7|20170101|42143001|3.9380000000000006|100|8
7|20170101|42852001|1.859|107|9
7|20170101|42279001|15.719000000000001|104|8
8|20170101|44122001|3.8390000000000004|146|12
8|20170101|42933001|2.75|123|10
8|20170101|43333001|1.1990000000000003|100|8
8|20170101|43195001|3.4980000000000007|100|8
8|20170101|42149001|8.789000000000001|115|9
8|20170101|43433001|3.8390000000000004|96|8
8|20170101|42616001|29.689|111|9
8|20170101|42167001|2.75|97|8
8|20170101|42661001|2.189|97|8
8|20170101|43528001|5.489000000000001|145|12
8|20170101|44082001|2.189|93|7
8|20170101|43459001|1.7490000000000003|101|8
8|20170101|43774001|2.6290000000000004|101|8
8|20170101|43927001|0.9680000000000001|101|8
8|20170101|44057001|3.2670000000000003|101|8
8|20170101|42229001|3.3000000000000003|97|8
8|20170101|42221001|3.861|101|8
8|20170101|44052001|3.058|112|9
8|20170101|43501001|3.2890000000000006|101|8
8|20170101|43274001|1.9690000000000003|108|9
8|20170101|43065001|3.278|95|8
8|20170101|43642001|1.056|104|8
8|20170101|43337001|1.4190000000000003|107|9
8|20170101|42860001|2.189|101|8
8|20170101|43715001|2.156|93|7
8|20170101|42226001|1.9140000000000001|104|8
8|20170101|43640001|8.789000000000001|104|8
8|20170101|42435001|0.9790000000000001|104|8
8|20170101|43833001|1.9800000000000002|97|8
8|20170101|42267001|1.859|146|12
8|20170101|44074001|1.529|97|8
8|20170101|42129001|0.7370000000000001|101|8
8|20170101|42596001|7.469|97|8
8|20170101|42826001|1.54|123|10
8|20170101|43811001|1.0230000000000001|104|8
8|20170101|43484001|4.609000000000001|101|8
8|20170101|43995001|0.8250000000000001|104|8
8|20170101|43540001|6.039000000000001|100|8
9|20170101|42580001|4.1690000000000005|146|12
9|20170101|43502001|7.689000000000001|101|8
9|20170101|42744001|2.519|104|8
9|20170101|42084001|4.389|108|9
9|20170101|43513001|1.6500000000000001|93|7
9|20170101|42306001|4.389|108|9
9|20170101|43026001|9.559000000000001|116|9
9|20170101|42354001|9.559000000000001|103|8
9|20170101|42738001|1.639|101|8
9|20170101|44108001|2.189|93|7
9|20170101|44039001|0.8690000000000001|104|8
9|20170101|43343001|1.4190000000000003|108|9
9|20170101|42340001|7.689000000000001|101|8
9|20170101|43116001|1.881|104|8
9|20170101|43650001|3.674|97|8
9|20170101|43012001|12.089|101|8
9|20170101|43104001|1.826|108|9
9|20170101|43672001|3.7730000000000006|101|8
9|20170101|43515001|2.596|104|8
9|20170101|43681001|1.4520000000000002|101|8
9|20170101|42733001|2.959|104|8
9|20170101|42905001|4.829|119|10
9|20170101|43352001|0.759|101|8
9|20170101|42249001|1.089|119|10
9|20170101|43337001|1.4190000000000003|106|9
9|20170101|42314001|2.3540000000000005|254|21
9|20170101|42193001|2.134|93|7
9|20170101|42392001|3.2890000000000006|112|9
9|20170101|42859001|2.189|101|8
9|20170101|42189001|1.9910000000000003|100|8
9|20170101|43303001|3.5090000000000003|97|8
9|20170101|42871001|2.7390000000000003|100|8
9|20170101|43897001|3.036|108|9
9|20170101|42184001|3.3000000000000003|100|8
9|20170101|43549001|3.0690000000000004|101|8
9|20170101|42345001|3.619|101|8
9|20170101|43846001|3.2890000000000006|101|8
9|20170101|43857001|4.389|101|8
9|20170101|43485001|4.609000000000001|101|8
9|20170101|44110001|4.829|86|7
10|20170101|42359001|4.059|283|23
10|20170101|42334001|3.2890000000000006|149|12
10|20170101|42204001|0.671|104|8
10|20170101|43244001|6.039000000000001|96|8
10|20170101|43751001|4.3340000000000005|101|8
10|20170101|43531001|5.7090000000000005|123|10
10|20170101|42861001|2.189|108|9
10|20170101|43507001|7.689000000000001|104|8
10|20170101|43277001|1.9690000000000003|107|9
10|20170101|44144001|3.036|97|8
10|20170101|43180001|3.2890000000000006|97|8
10|20170101|43109001|1.826|100|8
10|20170101|42597001|1.1|93|7
10|20170101|43741001|0.682|104|8
10|20170101|43130001|4.1690000000000005|104|8
10|20170101|43517001|2.4859999999999998|93|7
10|20170101|42493001|2.431|93|7
10|20170101|43322001|1.4190000000000003|104|8
10|20170101|43982001|1.54|104|8
10|20170101|44053001|0.5830000000000001|93|7
10|20170101|43106001|1.639|103|8
10|20170101|43563001|3.058|97|8
10|20170101|42591001|12.089|100|8
10|20170101|42329001|2.7390000000000003|108|9
10|20170101|42580001|4.1690000000000005|145|12
10|20170101|44099001|2.519|97|8
10|20170101|43310001|1.859|108|9
10|20170101|42729001|3.2890000000000006|104|8
10|20170101|42666001|7.689000000000001|101|8
10|20170101|43474001|4.719|96|8
10|20170101|44017001|1.1990000000000003|101|8
10|20170101|42159001|1.9910000000000003|100|8
10|20170101|43779001|0.6160000000000001|101|8
10|20170101|42099001|2.75|127|10
10|20170101|42604001|11.539000000000001|112|9
10|20170101|42778001|5.159000000000001|146|12
10|20170101|43458001|1.7490000000000003|108|9
10|20170101|43874001|1.529|108|9
10|20170101|43668001|3.586|101|8
10|20170101|43193001|2.079|112|9
10|20170101|42973001|1.089|104|8
10|20170101|43868001|1.859|97|8
10|20170101|42533001|2.4090000000000003|100|8
10|20170101|43799001|2.618|104|8
10|20170101|42843001|1.573|93|7
10|20170101|42627001|2.7390000000000003|108|9
10|20170101|43316001|0.759|93|7
10|20170101|42745001|2.4530000000000003|101|8
10|20170101|42878001|3.8390000000000004|96|8
10|20170101|43008001|1.859|96|8
10|20170101|42227001|2.805|101|8
10|20170101|43353001|1.4190000000000003|101|8
10|20170101|43304001|3.5090000000000003|97|8
10|20170101|44086001|1.529|97|8
10|20170101|42693001|3.0690000000000004|101|8
10|20170101|43047001|1.1|101|8
10|20170101|43578001|3.971|104|8
10|20170101|42842001|2.9260000000000006|104|8
10|20170101|43626001|3.619|101|8
10|20170101|42095001|3.2890000000000006|112|9
10|20170101|43633001|5.489000000000001|104|8
10|20170101|42794001|1.6500000000000001|108|9
10|20170101|43272001|1.7490000000000003|101|8
10|20170101|43452001|2.959|104|8
10|20170101|43616001|6.589|101|8
10|20170101|42434001|9.889000000000001|97|8
10|20170101|43504001|7.689000000000001|104|8
10|20170101|42795001|2.189|104|8
10|20170101|42753001|1.837|93|7
10|20170101|43695001|7.689000000000001|104|8
10|20170101|43176001|3.2890000000000006|97|8
10|20170101|43875001|14.289000000000001|104|8
10|20170101|43942001|4.037|96|8
10|20170101|43062001|3.102|101|8
10|20170101|42175001|3.3000000000000003|104|8
10|20170101|43401001|5.159000000000001|119|10
10|20170101|42227001|2.805|100|8
10|20170101|42517001|4.719|104|8
10|20170101|43769001|3.971|97|8
10|20170101|43234001|2.145|104|8
10|20170101|42516001|4.719|100|8
10|20170101|43894001|3.2890000000000006|108|9
10|20170101|42697001|3.0690000000000004|101|8
10|20170101|43969001|1.4190000000000003|97|8
10|20170101|42564001|4.1690000000000005|149|12
10|20170101|43018001|12.089|108|9
10|20170101|42232001|3.3000000000000003|108|9
10|20170101|42597001|1.1|92|7
10|20170101|42699001|3.0690000000000004|93|7
10|20170101|42798001|3.3000000000000003|108|9
10|20170101|43738001|5.489000000000001|97|8
10|20170101|42097001|4.389|112|9
10|20170101|43479001|3.2890000000000006|103|8
10|20170101|42667001|7.700000000000001|93|7
11|20170101|42357001|4.059|274|23
11|20170101|43387001|4.829|119|10
11|20170101|42566001|4.1690000000000005|146|12
12|20170101|42358001|2.079|276|23
12|20170101|43403001|3.2890000000000006|112|9
12|20170101|42525001|4.389|142|11
12|20170101|43794001|2.75|127|10
12|20170101|42314001|2.3540000000000005|253|21
12|20170101|42597001|1.1|91|7
12|20170101|43758001|4.202|101|8
12|20170101|42230001|3.3000000000000003|100|8
12|20170101|43150001|3.19|93|7
12|20170101|43428001|3.8390000000000004|104|8
12|20170101|43731001|2.563|103|8
12|20170101|42742001|2.3100000000000005|101|8
12|20170101|42167001|2.75|96|8
12|20170101|44010001|2.8930000000000002|97|8
12|20170101|44032001|1.1990000000000003|104|8
12|20170101|43775001|3.8390000000000004|96|8
12|20170101|42664001|4.829|100|8
12|20170101|42582001|4.719|149|12
12|20170101|43803001|1.4630000000000003|103|8
12|20170101|43243001|7.689000000000001|97|8
12|20170101|42556001|2.4090000000000003|104|8
12|20170101|43534001|6.039000000000001|101|8
12|20170101|44040001|0.8690000000000001|112|9
12|20170101|43403001|3.2890000000000006|111|9
12|20170101|43305001|2.7390000000000003|108|9
12|20170101|42539001|9.559000000000001|112|9
12|20170101|43110001|1.0120000000000002|101|8
12|20170101|42482001|1.7490000000000003|101|8
12|20170101|43716001|2.552|97|8
12|20170101|42123001|3.487|108|9
12|20170101|43179001|3.2890000000000006|97|8
12|20170101|43824001|1.837|101|8
12|20170101|43774001|2.6290000000000004|100|8
12|20170101|42247001|1.562|101|8
12|20170101|42823001|2.596|103|8
12|20170101|42619001|11.539000000000001|111|9
12|20170101|43858001|6.039000000000001|97|8
12|20170101|43853001|1.859|97|8
12|20170101|42950001|1.4080000000000001|108|9
12|20170101|43512001|1.7050000000000003|97|8
12|20170101|42458001|4.367000000000001|97|8
12|20170101|42703001|3.0690000000000004|97|8
12|20170101|42246001|1.793|104|8
12|20170101|43754001|1.6500000000000001|104|8
12|20170101|44094001|3.2890000000000006|104|8
12|20170101|42809001|4.939000000000001|104|8
12|20170101|42181001|6.039000000000001|93|7
12|20170101|43460001|1.7490000000000003|100|8
12|20170101|43442001|2.959|97|8
12|20170101|43882001|3.058|103|8
12|20170101|43774001|2.6290000000000004|99|8
13|20170101|42358001|2.079|275|23
13|20170101|42778001|5.159000000000001|145|12
13|20170101|43593001|8.239|101|8
13|20170101|43767001|3.2230000000000003|97|8
13|20170101|43992001|0.8580000000000001|96|8
13|20170101|42664001|4.829|99|8
13|20170101|43429001|3.8390000000000004|101|8
13|20170101|42177001|3.3000000000000003|104|8
13|20170101|43619001|5.599|97|8
13|20170101|43729001|1.4630000000000003|97|8
13|20170101|43460001|1.7490000000000003|99|8
13|20170101|43411001|3.2890000000000006|97|8
13|20170101|43158001|4.301|97|8
13|20170101|42547001|2.4090000000000003|101|8
13|20170101|44099001|2.519|96|8
13|20170101|43750001|1.606|104|8
13|20170101|43366001|0.9790000000000001|104|8
13|20170101|43415001|0.55|93|7
13|20170101|43038001|12.089|119|10
13|20170101|42603001|20.669|112|9
13|20170101|43089001|3.1570000000000005|101|8
13|20170101|43270001|1.859|104|8
13|20170101|42698001|3.0690000000000004|101|8
13|20170101|42419001|10.109|97|8
13|20170101|42836001|1.848|101|8
13|20170101|43558001|4.224|93|7
13|20170101|42953001|0.671|97|8
13|20170101|42825001|1.353|112|9
13|20170101|43591001|8.239|100|8
13|20170101|43284001|3.5090000000000003|104|8
13|20170101|43135001|2.3980000000000006|100|8
13|20170101|42398001|5.489000000000001|103|8
13|20170101|43879001|1.7050000000000003|104|8
13|20170101|42944001|1.6830000000000003|104|8
13|20170101|42742001|2.3100000000000005|100|8
13|20170101|43777001|3.8390000000000004|101|8
13|20170101|42364001|1.859|97|8
13|20170101|42938001|2.75|122|10
13|20170101|43544001|8.789000000000001|104|8
13|20170101|42437001|0.9790000000000001|96|8
